National Instruments VirtualBench-Scope 2.1.1 Report
Date Created:	10/26/99	3:03:04 PM

USER NAME:	50gCycleA
COMMENTS:	
START DATA
Time	Ch 0
0.100000	6.334799
0.100500	6.336039
0.101000	6.337278
0.101500	6.341618
0.102000	6.343478
0.102500	6.347198
0.103000	6.344098
0.103500	6.346578
0.104000	6.349678
0.104500	6.355258
0.105000	6.360837
0.105500	6.361457
0.106000	6.368277
0.106500	6.373236
0.107000	6.376956
0.107500	6.380676
0.108000	6.383776
0.108500	6.394935
0.109000	6.394935
0.109500	6.397415
0.110000	6.401135
0.110500	6.404234
0.111000	6.407334
0.111500	6.406714
0.112000	6.408575
0.112500	6.411054
0.113000	6.411054
0.113500	6.414774
0.114000	6.417254
0.114500	6.416634
0.115000	6.418494
0.115500	6.419734
0.116000	6.417254
0.116500	6.418494
0.117000	6.417254
0.117500	6.419734
0.118000	6.419114
0.118500	6.417254
0.119000	6.417874
0.119500	6.414774
0.120000	6.411054
0.120500	6.407954
0.121000	6.406714
0.121500	6.405475
0.122000	6.404855
0.122500	6.403615
0.123000	6.401755
0.123500	6.397415
0.124000	6.396175
0.124500	6.396175
0.125000	6.394935
0.125500	6.392455
0.126000	6.388735
0.126500	6.386876
0.127000	6.384396
0.127500	6.380676
0.128000	6.374476
0.128500	6.372616
0.129000	6.370137
0.129500	6.365177
0.130000	6.362697
0.130500	6.362077
0.131000	6.358977
0.131500	6.355877
0.132000	6.353397
0.132500	6.352777
0.133000	6.348438
0.133500	6.345958
0.134000	6.345958
0.134500	6.345338
0.135000	6.342858
0.135500	6.342858
0.136000	6.341618
0.136500	6.336658
0.137000	6.336658
0.137500	6.337898
0.138000	6.336658
0.138500	6.336039
0.139000	6.340378
0.139500	6.342858
0.140000	6.344098
0.140500	6.343478
0.141000	6.347198
0.141500	6.348438
0.142000	6.350918
0.142500	6.355877
0.143000	6.357737
0.143500	6.357117
0.144000	6.360837
0.144500	6.363937
0.145000	6.360217
0.145500	6.363937
0.146000	6.365177
0.146500	6.366417
0.147000	6.369517
0.147500	6.371996
0.148000	6.376336
0.148500	6.376336
0.149000	6.378816
0.149500	6.381916
0.150000	6.386256
0.150500	6.386256
0.151000	6.391215
0.151500	6.394315
0.152000	6.397415
0.152500	6.399275
0.153000	6.396795
0.153500	6.401755
0.154000	6.402995
0.154500	6.408575
0.155000	6.412914
0.155500	6.412914
0.156000	6.417874
0.156500	6.417874
0.157000	6.423453
0.157500	6.424694
0.158000	6.427794
0.158500	6.431513
0.159000	6.432753
0.159500	6.432753
0.160000	6.435233
0.160500	6.435233
0.161000	6.435853
0.161500	6.429033
0.162000	6.429033
0.162500	6.427173
0.163000	6.425313
0.163500	6.422214
0.164000	6.419734
0.164500	6.419114
0.165000	6.416014
0.165500	6.411674
0.166000	6.410434
0.166500	6.405475
0.167000	6.399895
0.167500	6.396175
0.168000	6.392455
0.168500	6.387496
0.169000	6.383156
0.169500	6.378196
0.170000	6.370757
0.170500	6.365797
0.171000	6.360217
0.171500	6.356497
0.172000	6.355258
0.172500	6.349678
0.173000	6.345338
0.173500	6.340378
0.174000	6.337278
0.174500	6.332319
0.175000	6.331699
0.175500	6.328599
0.176000	6.324879
0.176500	6.321159
0.177000	6.320539
0.177500	6.316200
0.178000	6.306900
0.178500	6.305040
0.179000	6.301940
0.179500	6.298841
0.180000	6.295741
0.180500	6.294501
0.181000	6.293881
0.181500	6.292641
0.182000	6.293261
0.182500	6.292021
0.183000	6.293881
0.183500	6.290161
0.184000	6.293261
0.184500	6.294501
0.185000	6.295741
0.185500	6.297601
0.186000	6.299460
0.186500	6.298221
0.187000	6.302560
0.187500	6.306280
0.188000	6.310620
0.188500	6.313100
0.189000	6.318679
0.189500	6.324259
0.190000	6.331079
0.190500	6.337278
0.191000	6.342238
0.191500	6.349058
0.192000	6.357117
0.192500	6.368277
0.193000	6.371996
0.193500	6.377576
0.194000	6.386256
0.194500	6.391835
0.195000	6.396795
0.195500	6.401135
0.196000	6.407954
0.196500	6.412294
0.197000	6.422214
0.197500	6.429653
0.198000	6.433993
0.198500	6.436473
0.199000	6.442672
0.199500	6.450112
0.200000	6.454452
0.200500	6.458792
0.201000	6.460651
0.201500	6.464991
0.202000	6.469951
0.202500	6.474911
0.203000	6.474291
0.203500	6.472431
0.204000	6.470571
0.204500	6.474291
0.205000	6.477390
0.205500	6.476151
0.206000	6.474911
0.206500	6.474291
0.207000	6.472431
0.207500	6.468711
0.208000	6.464991
0.208500	6.460651
0.209000	6.450112
0.209500	6.441432
0.210000	6.437093
0.210500	6.435233
0.211000	6.429653
0.211500	6.414774
0.212000	6.408575
0.212500	6.404234
0.213000	6.399275
0.213500	6.393695
0.214000	6.388115
0.214500	6.388115
0.215000	6.386256
0.215500	6.380676
0.216000	6.379436
0.216500	6.380056
0.217000	6.377576
0.217500	6.373857
0.218000	6.368896
0.218500	6.367657
0.219000	6.365177
0.219500	6.360217
0.220000	6.349058
0.220500	6.342238
0.221000	6.334178
0.221500	6.327979
0.222000	6.323019
0.222500	6.313100
0.223000	6.306900
0.223500	6.303180
0.224000	6.299460
0.224500	6.293261
0.225000	6.288921
0.225500	6.282722
0.226000	6.280241
0.226500	6.278382
0.227000	6.278382
0.227500	6.279622
0.228000	6.277762
0.228500	6.280862
0.229000	6.283961
0.229500	6.288921
0.230000	6.299460
0.230500	6.305040
0.231000	6.308760
0.231500	6.313720
0.232000	6.316820
0.232500	6.325499
0.233000	6.333559
0.233500	6.337898
0.234000	6.340998
0.234500	6.344098
0.235000	6.350298
0.235500	6.352158
0.236000	6.352158
0.236500	6.347818
0.237000	6.349678
0.237500	6.353397
0.238000	6.357737
0.238500	6.353397
0.239000	6.357737
0.239500	6.366417
0.240000	6.370137
0.240500	6.376336
0.241000	6.378196
0.241500	6.382536
0.242000	6.389356
0.242500	6.398655
0.243000	6.405475
0.243500	6.413534
0.244000	6.422214
0.244500	6.429033
0.245000	6.432133
0.245500	6.437093
0.246000	6.447012
0.246500	6.453212
0.247000	6.456312
0.247500	6.455692
0.248000	6.455692
0.248500	6.456312
0.249000	6.455692
0.249500	6.450112
0.250000	6.443293
0.250500	6.441432
0.251000	6.440193
0.251500	6.432133
0.252000	6.419734
0.252500	6.410434
0.253000	6.400515
0.253500	6.397415
0.254000	6.393075
0.254500	6.385016
0.255000	6.381296
0.255500	6.377576
0.256000	6.382536
0.256500	6.385016
0.257000	6.387496
0.257500	6.389976
0.258000	6.392455
0.258500	6.401755
0.259000	6.404234
0.259500	6.404234
0.260000	6.410434
0.260500	6.414154
0.261000	6.416634
0.261500	6.414774
0.262000	6.412914
0.262500	6.414154
0.263000	6.407954
0.263500	6.399275
0.264000	6.391215
0.264500	6.384396
0.265000	6.377576
0.265500	6.363937
0.266000	6.352158
0.266500	6.343478
0.267000	6.334799
0.267500	6.326119
0.268000	6.313720
0.268500	6.302560
0.269000	6.293881
0.269500	6.292021
0.270000	6.285202
0.270500	6.281482
0.271000	6.279002
0.271500	6.280241
0.272000	6.287681
0.272500	6.294501
0.273000	6.301940
0.273500	6.310000
0.274000	6.317440
0.274500	6.323019
0.275000	6.327979
0.275500	6.339139
0.276000	6.348438
0.276500	6.357117
0.277000	6.360217
0.277500	6.360217
0.278000	6.360217
0.278500	6.363937
0.279000	6.365177
0.279500	6.360837
0.280000	6.355877
0.280500	6.352158
0.281000	6.352158
0.281500	6.348438
0.282000	6.340378
0.282500	6.335419
0.283000	6.333559
0.283500	6.332939
0.284000	6.334799
0.284500	6.332319
0.285000	6.331699
0.285500	6.331699
0.286000	6.334178
0.286500	6.336039
0.287000	6.342238
0.287500	6.349678
0.288000	6.362697
0.288500	6.366417
0.289000	6.376956
0.289500	6.388115
0.290000	6.399895
0.290500	6.408575
0.291000	6.413534
0.291500	6.418494
0.292000	6.424074
0.292500	6.430893
0.293000	6.431513
0.293500	6.432133
0.294000	6.430273
0.294500	6.430273
0.295000	6.424694
0.295500	6.423453
0.296000	6.417254
0.296500	6.408575
0.297000	6.402375
0.297500	6.398035
0.298000	6.393075
0.298500	6.391215
0.299000	6.386876
0.299500	6.384396
0.300000	6.384396
0.300500	6.381916
0.301000	6.383156
0.301500	6.386876
0.302000	6.389976
0.302500	6.393075
0.303000	6.387496
0.303500	6.388735
0.304000	6.399895
0.304500	6.403615
0.305000	6.406095
0.305500	6.406095
0.306000	6.412294
0.306500	6.413534
0.307000	6.416014
0.307500	6.413534
0.308000	6.406714
0.308500	6.403615
0.309000	6.398035
0.309500	6.389976
0.310000	6.389356
0.310500	6.381296
0.311000	6.375716
0.311500	6.365177
0.312000	6.358357
0.312500	6.354018
0.313000	6.345958
0.313500	6.340998
0.314000	6.334178
0.314500	6.332939
0.315000	6.329839
0.315500	6.334799
0.316000	6.336658
0.316500	6.339139
0.317000	6.343478
0.317500	6.349678
0.318000	6.358977
0.318500	6.368896
0.319000	6.374476
0.319500	6.375096
0.320000	6.376336
0.320500	6.383156
0.321000	6.389976
0.321500	6.395555
0.322000	6.401135
0.322500	6.402375
0.323000	6.406095
0.323500	6.407954
0.324000	6.410434
0.324500	6.411054
0.325000	6.406095
0.325500	6.402995
0.326000	6.394315
0.326500	6.391835
0.327000	6.392455
0.327500	6.388115
0.328000	6.378816
0.328500	6.374476
0.329000	6.373236
0.329500	6.372616
0.330000	6.373857
0.330500	6.372616
0.331000	6.367657
0.331500	6.365177
0.332000	6.365797
0.332500	6.370757
0.333000	6.376336
0.333500	6.380676
0.334000	6.383156
0.334500	6.386876
0.335000	6.389976
0.335500	6.396175
0.336000	6.398035
0.336500	6.394315
0.337000	6.395555
0.337500	6.393695
0.338000	6.393075
0.338500	6.390595
0.339000	6.395555
0.339500	6.393075
0.340000	6.390595
0.340500	6.385636
0.341000	6.383156
0.341500	6.383156
0.342000	6.380676
0.342500	6.377576
0.343000	6.368277
0.343500	6.360217
0.344000	6.358977
0.344500	6.361457
0.345000	6.354638
0.345500	6.355258
0.346000	6.350298
0.346500	6.349678
0.347000	6.349678
0.347500	6.355258
0.348000	6.358357
0.348500	6.357117
0.349000	6.354638
0.349500	6.354018
0.350000	6.354018
0.350500	6.357737
0.351000	6.361457
0.351500	6.363317
0.352000	6.362697
0.352500	6.364557
0.353000	6.360837
0.353500	6.362077
0.354000	6.360837
0.354500	6.359597
0.355000	6.358357
0.355500	6.352777
0.356000	6.356497
0.356500	6.360217
0.357000	6.360837
0.357500	6.358977
0.358000	6.358977
0.358500	6.366417
0.359000	6.368896
0.359500	6.371996
0.360000	6.375096
0.360500	6.375096
0.361000	6.375716
0.361500	6.373857
0.362000	6.378196
0.362500	6.386256
0.363000	6.389976
0.363500	6.393075
0.364000	6.394935
0.364500	6.396175
0.365000	6.401135
0.365500	6.404855
0.366000	6.405475
0.366500	6.403615
0.367000	6.400515
0.367500	6.397415
0.368000	6.399275
0.368500	6.401755
0.369000	6.402995
0.369500	6.399895
0.370000	6.393075
0.370500	6.390595
0.371000	6.390595
0.371500	6.389976
0.372000	6.392455
0.372500	6.386876
0.373000	6.386256
0.373500	6.382536
0.374000	6.381296
0.374500	6.383776
0.375000	6.386876
0.375500	6.388115
0.376000	6.385016
0.376500	6.382536
0.377000	6.383776
0.377500	6.383156
0.378000	6.379436
0.378500	6.378196
0.379000	6.371996
0.379500	6.371377
0.380000	6.368896
0.380500	6.368277
0.381000	6.368896
0.381500	6.368896
0.382000	6.367037
0.382500	6.360217
0.383000	6.358357
0.383500	6.354018
0.384000	6.352777
0.384500	6.350298
0.385000	6.345958
0.385500	6.340998
0.386000	6.336039
0.386500	6.329219
0.387000	6.329219
0.387500	6.326739
0.388000	6.323639
0.388500	6.318679
0.389000	6.317440
0.389500	6.316200
0.390000	6.318059
0.390500	6.317440
0.391000	6.318059
0.391500	6.317440
0.392000	6.315580
0.392500	6.319300
0.393000	6.321159
0.393500	6.324259
0.394000	6.326739
0.394500	6.327979
0.395000	6.326119
0.395500	6.327359
0.396000	6.330459
0.396500	6.332939
0.397000	6.335419
0.397500	6.339139
0.398000	6.340998
0.398500	6.345338
0.399000	6.345338
0.399500	6.349678
0.400000	6.349058
0.400500	6.351538
0.401000	6.354018
0.401500	6.354018
0.402000	6.358977
0.402500	6.362077
0.403000	6.361457
0.403500	6.367037
0.404000	6.370757
0.404500	6.375096
0.405000	6.379436
0.405500	6.381916
0.406000	6.390595
0.406500	6.396795
0.407000	6.404234
0.407500	6.409814
0.408000	6.417254
0.408500	6.428413
0.409000	6.434613
0.409500	6.435853
0.410000	6.442052
0.410500	6.446392
0.411000	6.448252
0.411500	6.450112
0.412000	6.451352
0.412500	6.452592
0.413000	6.450112
0.413500	6.453212
0.414000	6.452592
0.414500	6.451972
0.415000	6.449492
0.415500	6.446392
0.416000	6.443913
0.416500	6.442052
0.417000	6.440193
0.417500	6.437713
0.418000	6.434613
0.418500	6.430893
0.419000	6.425933
0.419500	6.425313
0.420000	6.420974
0.420500	6.422214
0.421000	6.422833
0.421500	6.420354
0.422000	6.422214
0.422500	6.419734
0.423000	6.419734
0.423500	6.418494
0.424000	6.417874
0.424500	6.419114
0.425000	6.420354
0.425500	6.418494
0.426000	6.416014
0.426500	6.410434
0.427000	6.406095
0.427500	6.403615
0.428000	6.393695
0.428500	6.385636
0.429000	6.379436
0.429500	6.371377
0.430000	6.366417
0.430500	6.362697
0.431000	6.353397
0.431500	6.347198
0.432000	6.340378
0.432500	6.336039
0.433000	6.331699
0.433500	6.327359
0.434000	6.324259
0.434500	6.327979
0.435000	6.314340
0.435500	6.308760
0.436000	6.315580
0.436500	6.308140
0.437000	6.306280
0.437500	6.310000
0.438000	6.302560
0.438500	6.291401
0.439000	6.306900
0.439500	6.308760
0.440000	6.309380
0.440500	6.311860
0.441000	6.311860
0.441500	6.308760
0.442000	6.321779
0.442500	6.324259
0.443000	6.332939
0.443500	6.332939
0.444000	6.337278
0.444500	6.344098
0.445000	6.349058
0.445500	6.350298
0.446000	6.357737
0.446500	6.362077
0.447000	6.371996
0.447500	6.378196
0.448000	6.395555
0.448500	6.388735
0.449000	6.393695
0.449500	6.393075
0.450000	6.396795
0.450500	6.388115
0.451000	6.397415
0.451500	6.397415
0.452000	6.380056
0.452500	6.396175
0.453000	6.382536
0.453500	6.386256
0.454000	6.381296
0.454500	6.380056
0.455000	6.381916
0.455500	6.368277
0.456000	6.378816
0.456500	6.369517
0.457000	6.374476
0.457500	6.371996
0.458000	6.375096
0.458500	6.380676
0.459000	6.385636
0.459500	6.383776
0.460000	6.378816
0.460500	6.397415
0.461000	6.394935
0.461500	6.401755
0.462000	6.399275
0.462500	6.391835
0.463000	6.406095
0.463500	6.407954
0.464000	6.411054
0.464500	6.415394
0.465000	6.416634
0.465500	6.416014
0.466000	6.417254
0.466500	6.415394
0.467000	6.406095
0.467500	6.398655
0.468000	6.393075
0.468500	6.389976
0.469000	6.378816
0.469500	6.377576
0.470000	6.363937
0.470500	6.350298
0.471000	6.356497
0.471500	6.337898
0.472000	6.336039
0.472500	6.318679
0.473000	6.300701
0.473500	6.286441
0.474000	6.282722
0.474500	6.270942
0.475000	6.265983
0.475500	6.257923
0.476000	6.255443
0.476500	6.260403
0.477000	6.263503
0.477500	6.267222
0.478000	6.265983
0.478500	6.267842
0.479000	6.292021
0.479500	6.292641
0.480000	6.313100
0.480500	6.311860
0.481000	6.306900
0.481500	6.321779
0.482000	6.319920
0.482500	6.327979
0.483000	6.325499
0.483500	6.317440
0.484000	6.298221
0.484500	6.288921
0.485000	6.262263
0.485500	6.252343
0.486000	6.249243
0.486500	6.230645
0.487000	6.206466
0.487500	6.190967
0.488000	6.152529
0.488500	6.117811
0.489000	6.114091
0.489500	6.096112
0.490000	6.072554
0.490500	6.058914
0.491000	6.048375
0.491500	6.026676
0.492000	6.001257
0.492500	6.013657
0.493000	5.995058
0.493500	5.988858
0.494000	5.990718
0.494500	5.983899
0.495000	5.965300
0.495500	5.951661
0.496000	5.942981
0.496500	5.905783
0.497000	5.872305
0.497500	5.828907
0.498000	5.797909
0.498500	5.763811
0.499000	5.743352
0.499500	5.729093
0.500000	5.728473
0.500500	5.744592
0.501000	5.763811
0.501500	5.813408
0.502000	5.861145
0.502500	5.924382
0.503000	5.984519
0.503500	6.056435
0.504000	6.115951
0.504500	6.172368
0.505000	6.228785
0.505500	6.245523
0.506000	6.241184
0.506500	6.221345
0.507000	6.212666
0.507500	6.167408
0.508000	6.102932
0.508500	6.035975
0.509000	5.965300
0.509500	5.879745
0.510000	5.798529
0.510500	5.734053
0.511000	5.665237
0.511500	5.593321
0.512000	5.531944
0.512500	5.429030
0.513000	5.377573
0.513500	5.313097
0.514000	5.257920
0.514500	5.218242
0.515000	5.228162
0.515500	5.279619
0.516000	5.326736
0.516500	5.383773
0.517000	5.451349
0.517500	5.530085
0.518000	5.593941
0.518500	5.706154
0.519000	5.833247
0.519500	5.946081
0.520000	6.034116
0.520500	6.115951
0.521000	6.197166
0.521500	6.288921
0.522000	6.348438
0.522500	6.396795
0.523000	6.441432
0.523500	6.482970
0.524000	6.505909
0.524500	6.518308
0.525000	6.549926
0.525500	6.567286
0.526000	6.592084
0.526500	6.619362
0.527000	6.631142
0.527500	6.641681
0.528000	6.644161
0.528500	6.670819
0.529000	6.663380
0.529500	6.637961
0.530000	6.616262
0.530500	6.593944
0.531000	6.558606
0.531500	6.500329
0.532000	6.450732
0.532500	6.357737
0.533000	6.258543
0.533500	6.153769
0.534000	6.048995
0.534500	5.938021
0.535000	5.804109
0.535500	5.676396
0.536000	5.539384
0.536500	5.389973
0.537000	5.249240
0.537500	5.131447
0.538000	5.010554
0.538500	4.903300
0.539000	4.802866
0.539500	4.719171
0.540000	4.637955
0.540500	4.563560
0.541000	4.517062
0.541500	4.500943
0.542000	4.474285
0.542500	4.460646
0.543000	4.492264
0.543500	4.543721
0.544000	4.591458
0.544500	4.641055
0.545000	4.706771
0.545500	4.776207
0.546000	4.838824
0.546500	4.918180
0.547000	4.986375
0.547500	5.055192
0.548000	5.115948
0.548500	5.171125
0.549000	5.213902
0.549500	5.268459
0.550000	5.316817
0.550500	5.352155
0.551000	5.386253
0.551500	5.413531
0.552000	5.443910
0.552500	5.455069
0.553000	5.468088
0.553500	5.488547
0.554000	5.510246
0.554500	5.523885
0.555000	5.535664
0.555500	5.538144
0.556000	5.540624
0.556500	5.533804
0.557000	5.540624
0.557500	5.535044
0.558000	5.533185
0.558500	5.528224
0.559000	5.528844
0.559500	5.505286
0.560000	5.497846
0.560500	5.481727
0.561000	5.469328
0.561500	5.452589
0.562000	5.429650
0.562500	5.419731
0.563000	5.368274
0.563500	5.345335
0.564000	5.300698
0.564500	5.265359
0.565000	5.237461
0.565500	5.216383
0.566000	5.195303
0.566500	5.156866
0.567000	5.135787
0.567500	5.127108
0.568000	5.124628
0.568500	5.136407
0.569000	5.155626
0.569500	5.177325
0.570000	5.201503
0.570500	5.243661
0.571000	5.270319
0.571500	5.296358
0.572000	5.331076
0.572500	5.353395
0.573000	5.365794
0.573500	5.379433
0.574000	5.367654
0.574500	5.359594
0.575000	5.352775
0.575500	5.333556
0.576000	5.293878
0.576500	5.243041
0.577000	5.191584
0.577500	5.132687
0.578000	5.078750
0.578500	5.014894
0.579000	4.957237
0.579500	4.889041
0.580000	4.824565
0.580500	4.770008
0.581000	4.714211
0.581500	4.655314
0.582000	4.599518
0.582500	4.561700
0.583000	4.522642
0.583500	4.499084
0.584000	4.464365
0.584500	4.445766
0.585000	4.427167
0.585500	4.435227
0.586000	4.442667
0.586500	4.456926
0.587000	4.481724
0.587500	4.492884
0.588000	4.517062
0.588500	4.538141
0.589000	4.585258
0.589500	4.606957
0.590000	4.641675
0.590500	4.677633
0.591000	4.721031
0.591500	4.755749
0.592000	4.805346
0.592500	4.857423
0.593000	4.921279
0.593500	4.975216
0.594000	5.032873
0.594500	5.094249
0.595000	5.167405
0.595500	5.234361
0.596000	5.310617
0.596500	5.385013
0.597000	5.439569
0.597500	5.485447
0.598000	5.534424
0.598500	5.581542
0.599000	5.599521
0.599500	5.639198
0.600000	5.672056
0.600500	5.711734
0.601000	5.708014
0.601500	5.721034
0.602000	5.732193
0.602500	5.740252
0.603000	5.711734
0.603500	5.691275
0.604000	5.674536
0.604500	5.659037
0.605000	5.633619
0.605500	5.599521
0.606000	5.584641
0.606500	5.566662
0.607000	5.541864
0.607500	5.525745
0.608000	5.520165
0.608500	5.526365
0.609000	5.537524
0.609500	5.544343
0.610000	5.557363
0.610500	5.564803
0.611000	5.587121
0.611500	5.606960
0.612000	5.636718
0.612500	5.663377
0.613000	5.704915
0.613500	5.742113
0.614000	5.771251
0.614500	5.791090
0.615000	5.823948
0.615500	5.855566
0.616000	5.883464
0.616500	5.901443
0.617000	5.907643
0.617500	5.915082
0.618000	5.907643
0.618500	5.896483
0.619000	5.889664
0.619500	5.881605
0.620000	5.879125
0.620500	5.863626
0.621000	5.851846
0.621500	5.849366
0.622000	5.829527
0.622500	5.801629
0.623000	5.779930
0.623500	5.747072
0.624000	5.716074
0.624500	5.686935
0.625000	5.655937
0.625500	5.618740
0.626000	5.586501
0.626500	5.562943
0.627000	5.535044
0.627500	5.504046
0.628000	5.468708
0.628500	5.438330
0.629000	5.406092
0.629500	5.378813
0.630000	5.343475
0.630500	5.314957
0.631000	5.286438
0.631500	5.261640
0.632000	5.231882
0.632500	5.215142
0.633000	5.194064
0.633500	5.184144
0.634000	5.180425
0.634500	5.187864
0.635000	5.183524
0.635500	5.171125
0.636000	5.182284
0.636500	5.191584
0.637000	5.208943
0.637500	5.236221
0.638000	5.264740
0.638500	5.292638
0.639000	5.322396
0.639500	5.356494
0.640000	5.390593
0.640500	5.420971
0.641000	5.447629
0.641500	5.469948
0.642000	5.480487
0.642500	5.495986
0.643000	5.494126
0.643500	5.495367
0.644000	5.484827
0.644500	5.478627
0.645000	5.460649
0.645500	5.443910
0.646000	5.427790
0.646500	5.407331
0.647000	5.378193
0.647500	5.347195
0.648000	5.324876
0.648500	5.291398
0.649000	5.265359
0.649500	5.234982
0.650000	5.213283
0.650500	5.183524
0.651000	5.165545
0.651500	5.143847
0.652000	5.130827
0.652500	5.130208
0.653000	5.128347
0.653500	5.121528
0.654000	5.119668
0.654500	5.119048
0.655000	5.118428
0.655500	5.105409
0.656000	5.105409
0.656500	5.100449
0.657000	5.096729
0.657500	5.099829
0.658000	5.101069
0.658500	5.113468
0.659000	5.120288
0.659500	5.119048
0.660000	5.119668
0.660500	5.119048
0.661000	5.111609
0.661500	5.106029
0.662000	5.092390
0.662500	5.083710
0.663000	5.058291
0.663500	5.036592
0.664000	5.008694
0.664500	4.982656
0.665000	4.952898
0.665500	4.916939
0.666000	4.872302
0.666500	4.835104
0.667000	4.784887
0.667500	4.719791
0.668000	4.654695
0.668500	4.588358
0.669000	4.510242
0.669500	4.444527
0.670000	4.371991
0.670500	4.310614
0.671000	4.242418
0.671500	4.181041
0.672000	4.118425
0.672500	4.060148
0.673000	4.010551
0.673500	3.951655
0.674000	3.904537
0.674500	3.869199
0.675000	3.836341
0.675500	3.798523
0.676000	3.766285
0.676500	3.748306
0.677000	3.737147
0.677500	3.735287
0.678000	3.724747
0.678500	3.730327
0.679000	3.744586
0.679500	3.752646
0.680000	3.765665
0.680500	3.789224
0.681000	3.825802
0.681500	3.863620
0.682000	3.902057
0.682500	3.949175
0.683000	4.003112
0.683500	4.055809
0.684000	4.112845
0.684500	4.179182
0.685000	4.238698
0.685500	4.305655
0.686000	4.374470
0.686500	4.428407
0.687000	4.499084
0.687500	4.564179
0.688000	4.631756
0.688500	4.693752
0.689000	4.757608
0.689500	4.811545
0.690000	4.872302
0.690500	4.923759
0.691000	4.969636
